Postal Code,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,X,Y,
689677,479.9,449.6,438.8,525.4,486.2,601.0,546.2,598.5,613.4,458.6,513.3,497.8,17875.9822,40889.0615,
689679,515.1,433.1,486.8,620.1,538.6,669.3,572.8,672.6,672.2,517.3,575.0,449.5,17881.3059,40917.5824,
689676,524.3,455.0,489.3,572.4,539.6,650.0,559.1,549.8,607.3,434.4,493.7,544.0,17884.6248,40865.5248,
689680,481.5,434.8,458.7,563.8,485.7,614.5,524.1,552.1,567.6,462.1,511.9,533.2,17900.6094,40926.5037,
689681,536.7,463.5,521.7,550.0,501.5,709.8,599.7,611.3,650.3,476.6,541.7,535.2,17923.2185,40948.8448,
689675,583.3,472.2,613.7,637.3,582.8,713.0,628.5,651.7,686.1,561.4,608.2,562.4,17936.9247,40886.5541,
689682,522.2,377.8,464.5,541.4,470.4,577.7,529.4,578.0,586.4,459.7,513.3,453.9,17967.1324,40991.9168,
689686,525.7,496.6,487.5,648.1,563.6,715.1,627.9,691.0,709.4,514.9,593.0,511.3,17986.7602,40940.828,
689683,499.1,421.9,479.7,605.9,536.2,685.9,600.1,547.7,612.2,498.4,531.4,533.0,17997.9554,41016.8633,
689685,528.7,449.5,502.0,628.5,558.5,728.8,609.8,669.9,692.3,519.4,574.2,562.3,18024.4058,40960.4542,
689684,501.9,379.8,449.9,556.5,494.3,634.2,567.0,601.2,608.2,410.9,494.3,479.4,18033.6948,41033.7625,
689475,s,s,s,s,s,s,s,s,s,s,s,s,18052.9452,39847.697,
689471,s,s,s,s,s,s,s,s,s,s,s,s,18082.917,39848.3489,
689671,468.9,401.8,421.5,506.2,464.7,601.5,534.1,675.8,659.5,492.7,544.8,495.6,18128.8217,41100.7317,
689670,422.4,363.8,383.8,464.1,420.4,546.6,490.8,523.6,530.0,439.5,462.6,414.3,18143.2923,41061.3034,
689669,470.7,395.2,403.3,554.0,453.4,629.6,554.5,592.0,578.9,482.0,510.0,417.0,18145.5211,41016.7838,
689668,455.4,407.1,421.7,466.0,442.3,589.4,508.3,562.9,581.6,460.6,481.6,423.1,18146.9878,40975.2633,
689467,s,s,s,s,s,s,s,s,s,s,s,s,18162.7326,39864.5651,
689466,s,s,s,s,s,s,s,s,s,s,s,s,18184.698,39872.8661,
689672,464.1,440.9,451.3,561.3,491.6,690.3,587.4,652.4,632.1,472.9,524.4,459.5,18201.6824,41136.6774,
689674,496.8,411.8,429.0,566.9,506.4,654.2,562.5,571.5,597.2,488.2,514.1,459.1,18206.9052,40965.146,
689465,s,s,s,s,s,s,s,s,s,s,s,s,18217.7739,39880.5037,
689673,448.9,376.2,387.1,501.7,434.9,588.5,502.4,532.5,551.7,425.5,462.9,405.8,18220.4973,41058.4132,
689464,s,s,s,s,s,s,s,s,s,s,-,s,18228.5156,39883.6187,
689048,428.7,488.5,511.9,467.7,569.8,544.1,577.1,567.7,499.2,507.2,534.5,572.3,18329.0006,40025.7123,
689579,433.6,366.6,391.0,545.6,474.6,544.0,551.6,668.0,608.7,357.1,495.1,504.0,18340.9055,42131.6548,
689049,401.2,475.6,524.8,455.4,593.6,568.8,575.3,584.7,501.4,530.0,531.3,569.7,18345.1987,40071.2476,
689580,451.7,430.9,434.6,592.9,518.1,532.2,573.2,748.4,649.9,415.8,550.5,567.0,18364.8218,42081.338,
688998,s,s,s,s,s,s,s,s,s,s,s,s,18409.2443,39955.0739,
689050,472.3,509.1,535.2,472.6,632.8,593.8,651.3,631.6,525.0,549.6,552.0,597.1,18422.6269,40073.6639,
689862,314.2,258.9,270.4,372.8,306.6,461.4,383.4,445.6,455.7,357.5,393.9,338.5,18447.4531,40644.7153,
689861,395.7,341.7,333.3,466.2,363.0,605.6,493.6,527.4,535.8,429.3,466.9,353.8,18479.0377,40668.7183,
689863,430.2,330.8,346.3,513.6,425.9,615.8,512.3,583.8,608.5,502.3,522.1,439.3,18483.4354,40638.3594,
689051,433.6,507.7,536.8,491.1,652.1,614.0,614.7,613.8,540.1,561.6,517.8,599.3,18491.9406,40006.1704,
689860,400.4,337.5,342.6,524.8,409.5,663.5,526.8,620.4,619.4,457.8,513.0,359.4,18498.3924,40691.4854,
689864,380.6,375.1,330.1,428.3,352.9,545.5,456.1,441.6,467.8,403.4,416.6,382.6,18499.6258,40612.7408,
689859,482.3,384.2,393.5,595.4,484.9,668.4,519.6,545.4,541.4,578.9,585.1,480.5,18517.517,40712.5569,
689865,399.7,348.2,323.4,440.8,363.1,593.6,487.4,522.3,542.4,391.2,447.8,362.4,18521.5167,40630.9695,
689866,385.0,304.5,305.2,462.5,363.2,580.2,466.8,515.5,547.4,442.2,464.3,373.8,18537.3437,40654.8368,
689867,347.8,269.6,282.1,442.7,341.2,493.7,416.0,494.8,485.8,325.5,370.0,266.6,18551.4138,40680.3919,
689527,509.5,467.4,465.0,595.5,533.6,587.3,604.2,714.3,641.4,498.4,572.2,520.0,18594.9603,42354.4435,
689528,489.7,431.6,441.2,577.8,513.5,580.2,602.5,639.5,598.4,492.8,573.6,539.1,18594.9603,42354.4435,
689529,427.2,455.3,421.9,572.2,497.0,567.9,586.8,589.6,575.1,496.3,569.5,534.0,18594.9603,42354.4435,
658074,401.2,452.0,436.7,474.3,657.0,573.6,614.0,610.0,433.1,553.5,655.5,569.9,18606.028,36791.3262,
659442,271.6,347.1,317.2,352.4,516.8,455.8,421.5,412.0,434.7,439.3,422.4,398.6,18673.5462,37765.7931,
659445,319.2,396.7,335.8,386.7,510.5,483.8,485.9,469.6,409.7,438.6,499.3,459.9,18676.4363,37672.9872,
659443,352.2,445.2,361.7,409.6,555.1,509.6,474.5,462.8,459.4,483.5,493.8,464.3,18723.9197,37720.9435,
689096,461.1,389.2,398.2,530.8,478.3,536.4,547.2,619.3,567.9,458.3,515.9,480.5,18782.8241,42170.1576,
689106,457.0,393.5,407.7,509.4,442.2,489.6,516.5,555.4,519.1,461.0,497.4,495.7,18788.8448,42350.4145,
689101,454.2,396.0,411.0,513.6,462.4,561.9,555.6,491.5,518.7,511.6,526.6,486.2,18789.9358,42290.7412,
689097,510.2,451.8,444.0,535.5,492.4,590.5,587.9,588.9,575.0,482.8,530.8,510.3,18800.1281,42211.5616,
689577,415.5,326.4,332.9,467.9,430.9,575.9,460.6,554.8,551.6,311.7,452.4,496.8,18819.0359,41984.1945,
689094,526.4,469.3,480.7,653.7,571.1,504.5,562.7,685.3,619.9,568.8,604.6,566.5,18829.6377,42156.6094,
689102,479.8,450.8,450.0,564.3,510.3,569.9,566.1,576.8,579.0,497.9,550.2,517.1,18835.4027,42274.3666,
689098,464.9,413.1,424.3,500.5,462.4,541.3,544.4,634.5,580.2,432.3,514.7,468.3,18836.6366,42231.4427,
689105,521.2,474.8,481.2,581.2,532.9,581.1,606.6,677.8,631.5,503.2,566.0,501.3,18837.2675,42333.3458,
689575,437.1,342.7,351.8,508.3,463.3,576.2,463.6,615.0,589.0,333.1,483.8,533.8,18873.6989,41905.7716,
689099,460.8,392.6,427.1,513.9,460.0,522.2,533.5,597.9,550.1,465.5,532.1,522.3,18873.8166,42218.579,
689574,366.1,306.9,311.3,443.4,401.7,495.6,416.6,511.8,500.7,294.2,417.0,476.9,18877.0363,41817.2347,
689104,481.8,426.2,437.9,547.7,494.8,542.9,564.7,612.8,538.9,438.6,507.1,512.4,18886.7862,42320.6612,
